auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,category_avg_gms
9135,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,3/2/06,3/5/06,3,1,2673,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166.481
9138,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple iPod nano 2GB black neu OVP HerstellerGarantie,,3/2/06,3/9/06,7,1,89,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,166.481
9139,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod Nano 4 GB (4GB) NEU, OVP,  nur 3 Tage!! Schwarz",,3/2/06,3/5/06,3,1,162,1,225,Y,N,N,N,Y,N,Y,N,N,N,N,1,197.862
9141,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple iPod mini Pink 4GB TOP ZUSTAND + Griffin iTrip,,3/2/06,3/9/06,7,1,29,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,173.45
9144,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 4GB weiﬂ OVP + Dock + Netzteil,,3/2/06,3/9/06,7,1,26,200,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,197.862
9145,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini silber 4GB - neu & mit Garantie,,3/2/06,3/5/06,3,1,34,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
9146,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,APPLE IPOD NANO 4GB Schwarz  NEU/OVP/Rechnung/Zub.,,3/2/06,3/12/06,10,1,369,1,225,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
9150,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano schwarz 4 GB Neu & OVP mit Rechnung,,3/2/06,3/4/06,2,9,252,226,0,N,N,N,N,N,N,N,N,N,N,N,4,197.862
9156,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple ipod Nano 4GB weiﬂ MA005*/A neu & ovp,billiger gehts nicht und das mit voller Garantie !!!,3/2/06,3/3/06,1,9,581,215.99,0,N,N,N,N,N,N,N,N,N,N,N,2,197.862
9157,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,== iPod 4 Generation == 20GB == viel Zubehˆr!! + OVP,,3/2/06,3/3/06,1,9,35,209,0,N,N,N,N,Y,N,Y,N,N,N,N,1,221.153
9159,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple I Pod nano mini neu OVP,,3/3/06,3/6/06,3,1,110,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,166.481
9160,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano 4GB schwarz NEU und ungeˆffnet,,3/3/06,3/10/06,7,1,71,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
9161,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 4 GB : weiﬂ /Neu/OV/Garantie,,3/3/06,3/8/06,5,9,67,229,0,N,Y,N,N,Y,N,N,N,N,N,N,30,197.862
9162,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPod Mini 4GB,,3/3/06,3/10/06,7,1,25,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
9165,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,3/3/06,3/6/06,3,1,2681,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166.481
9167,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,3/3/06,3/10/06,7,1,2681,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166.481
9168,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPOD mini & ITRIP mit Zubehˆr,,3/3/06,3/3/06,0,1,90,59.99,120,Y,N,N,N,Y,N,Y,N,N,N,N,1,167.977
9169,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple I pod Nano 2GB mit Rechnung TOP!!!,,3/3/06,3/13/06,10,1,323,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166.481
9170,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,iPod nano 2GB black neu noch orginal verpackt,,3/3/06,3/6/06,3,1,131,1.11,149,Y,N,N,N,Y,N,N,N,N,N,N,1,166.481
9173,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple iPod nano 2GB mini MP3 Player extrem klein black,,3/3/06,3/7/06,4,9,16479,179,0,N,N,N,N,N,N,N,N,N,N,N,1,166.481
9175,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Ipod nano 2GB schwarz,,3/3/06,3/13/06,10,1,14,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166.481
9178,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,"Apple iPod mini 4GB pink , leicht verkratzt","Gebrauchtspuren am Geh‰use, kleine Dellen an Kanten",3/3/06,3/3/06,0,1,518,90,120,Y,N,N,N,N,N,N,N,N,N,N,1,173.45
9179,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,ipod mini 4Gb silber + Docking Station Top Qualit‰t OVP,,3/3/06,3/4/06,1,1,28,1,170,Y,N,N,N,N,N,N,N,N,N,N,1,167.977
9180,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Ipod Nano 2GB wie neu OVP mit Rechnung + Sony Kopfhˆrer,,3/5/06,3/12/06,7,1,106,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,166.481
9182,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,"iPod Nano 2GB schwarz, Neu & OVP",,3/3/06,3/6/06,3,1,641,160,170,Y,N,N,N,N,N,N,N,N,N,N,1,166.481
9183,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,iPod mini   Pink NEU und Orginalverpackt,,3/3/06,3/3/06,0,1,66,1,180,Y,N,N,N,Y,N,N,N,N,N,N,1,173.45
9186,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano 2GB in schwarz +++ NEU/OVP,,3/3/06,3/10/06,7,1,240,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
9187,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,iPod Nano 2GB (white) NEU&OVP,,3/3/06,3/4/06,1,1,63,150,230,Y,N,N,N,Y,N,N,N,N,N,N,1,166.481
9189,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple i pod 4 GB~~Neu~~BLACK,,3/3/06,3/5/06,2,9,15,219.95,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
9192,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nano 4GB  ***schwarz***,,3/3/06,3/4/06,1,9,64,180,0,N,Y,N,N,Y,N,N,N,N,N,Y,1,197.862
9195,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"APPLE  iPod NANO 4 GB, NEU, weiﬂ","OVP, Rechnung, Originalverschweiﬂt",3/4/06,3/5/06,1,1,416,1,235,Y,N,N,N,Y,N,Y,N,N,Y,N,1,197.862
9196,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"iPod mini 4Gb silber 2. Generation, neuwertig, Garantie",,3/3/06,3/13/06,10,1,676,1,170,Y,N,N,N,N,N,Y,N,N,N,N,1,167.977
9197,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,+++Apple iPod Nano schwarz - 2GB +++,,3/3/06,3/10/06,7,1,183,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166.481
9198,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple Ipod Nano 4GB schwarz black OVP/NEU,,3/3/06,3/10/06,7,1,150,1,240,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
9205,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Ipod 40 GB 3.Generation,,3/4/06,3/9/06,5,1,44,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,221.153
9207,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini 4GB ""Silber""",,3/4/06,3/14/06,10,1,30,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,167.977
9209,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,- Apple iPod nano 4GB schwarz NEU OVP Rechnung Garantie,,3/4/06,3/9/06,5,1,41,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,197.862
9215,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,iPod nano - 2GB - weiﬂ - NEU&OVP - eingeschweiﬂt,"KULT - MP3-Player von Apple mit 1,5 Zoll Farbdisplay",3/4/06,3/7/06,3,1,59,1,0,N,Y,N,N,N,N,Y,N,N,Y,N,1,166.481
9216,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,== iPod 4 Generation == 40GB == TOP + OVP + Zubehˆr,,3/4/06,3/8/06,4,9,396,266,0,N,N,N,N,Y,N,Y,N,N,N,N,1,221.153
9217,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"Apple iPod nano 4GB Weiss *NEU+OVP+Garantie+Rechnung""",,3/4/06,3/11/06,7,1,12,1,226,Y,N,N,N,Y,N,N,N,N,N,N,1,197.862
9218,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,I-Pod Nano 2GB Weiﬂ,,3/4/06,3/5/06,1,1,19,1,0,N,Y,N,N,Y,N,N,N,N,N,N,1,166.481
9219,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple I-pod ipod nano 2GB Neu ovp weiss MP3 Player,,3/4/06,3/11/06,7,1,58,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166.481
9225,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,I Pood Nano/Schwarz,,3/4/06,3/11/06,7,1,94,200,230,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
9230,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,IPOD mini blau mit Apple In-Ear-Kopfhˆrer,,3/4/06,3/11/06,7,1,205,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,161.512
9232,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,iPod Nano 2 GB The Disco Boys Edition NEU mit Autogramm,,3/4/06,3/14/06,10,1,1350,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,166.481
9234,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod Nano 4GB black OVP, Garantie + Netzadapter OVP",,3/5/06,3/12/06,7,1,25,1,180,Y,N,N,N,N,N,N,N,N,Y,N,1,197.862
9237,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,i Pot nano 2 GB white,,3/4/06,3/11/06,7,1,25,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,166.481
9238,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 4GB OVP - Neuware,,3/5/06,3/12/06,7,1,20,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,197.862
9242,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 4 GB black *NEU*OVP*,,3/4/06,3/11/06,7,1,18,1,240,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
9243,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,"Apple ipod nano 2GB schwarz OVP wie neu, Rg. vom 4.2.06",,3/4/06,3/11/06,7,1,453,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,166.481
9244,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Ipod Mini 4 GB *-silber-* !!! TOP ZUSTAND !!! *OVP*,,3/4/06,3/9/06,5,1,36,100,190,Y,N,N,N,Y,N,N,N,N,N,N,1,167.977
9245,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"Apple iPod Nano 4GB weiﬂ, NEU","unbenutzt, originalverpackt, Rechnung von M‰rz 2006",3/5/06,3/12/06,7,1,7,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,197.862
9246,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,ipod nano 2 + Extras,,3/4/06,3/11/06,7,1,66,1,170,Y,Y,N,N,Y,N,N,N,N,N,N,1,166.481
9248,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"Ipod Nano schwarz, black, 2GB; Cordtasche, ovp",,3/4/06,3/4/06,0,9,311,159,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
9251,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,I Pod mini   4 G,,3/4/06,3/11/06,7,1,24,30,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
9254,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"IPod nano, 2GB, Neu, OVP in weiss",,3/4/06,3/9/06,5,1,4,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
9255,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple IPod nano 2 GB SCHWARZ NEU und OVP I Pod mp3,,3/4/06,3/11/06,7,1,88,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,166.481
9258,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,apple iPod nano weiﬂ / 1 GB / neu / ovp,,3/4/06,3/14/06,10,9,1605,139.99,0,N,N,N,Y,Y,N,N,N,N,N,N,20,197.862
9261,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod 4 GB / 4GB Mini schwarz **NEU / OVP***,,3/5/06,3/12/06,7,1,75,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,197.862
9262,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple i-pod mini mit 4 GB mit einem Jahr Garantie,,3/5/06,3/12/06,7,1,35,99,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
9263,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"Apple iPod mini, 2. Generation, 4 GB, blau, mit Zubehˆr",,3/5/06,3/5/06,0,1,26,1,149,Y,N,N,N,N,N,N,N,N,N,N,1,161.512
9264,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,NEU     Apple iPod 4 GB mit Power Adapter    NEU,,3/5/06,3/12/06,7,1,27,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,197.862
9265,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano von Apple 2GB in weiﬂ, neu, original verpackt",,3/5/06,3/12/06,7,1,64,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.862
9269,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Wenig benutzer Apple Ipod Nano - in Originalverpackung,,3/5/06,3/12/06,7,1,23,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,166.481
9270,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 40GB 4. Generation TOP Zustand OVP,,3/5/06,3/12/06,7,1,453,1,190,Y,N,N,N,N,N,N,N,N,N,N,1,221.153
9271,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,i-pod mini 4gb,,3/5/06,3/15/06,10,1,42,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
9272,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,APPLE iPod mini 4GB PINK MP3 Neu OVP,Geliefert in eingeschweiﬂter Verpackung,3/5/06,3/6/06,1,1,520,1,199,Y,N,N,N,N,N,N,N,N,N,N,1,173.45
9274,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,NUR 1 TAG !! Apple iPod Mini 4GB gr¸n !! Neu,,3/5/06,3/6/06,1,1,520,1,170,Y,N,N,N,N,N,N,N,N,N,N,1,164.757
9275,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,NUR 1 TAG !! Apple iPod Mini 4GB blau !! NUR 1 TAG,Geliefert sofort in OVP mit Rechnung.,3/5/06,3/6/06,1,1,520,1,170,Y,N,N,N,N,N,N,N,N,N,N,1,161.512
9276,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,NUR 1 TAG !! Apple iPod Mini 4GB silber !! Neu,,3/5/06,3/6/06,1,1,520,1,170,Y,N,N,N,N,N,Y,N,N,N,N,1,167.977
9277,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple i Pod mini 4 GB Mac+PC iTunes incl./silber OVP!!!,,3/5/06,3/12/06,7,1,76,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
9280,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini 4GB silber wie NEU,,3/5/06,3/12/06,7,1,128,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
9283,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Ipod nano 2GB weiﬂ wie NEU. Nur 3 Tage alt,,3/5/06,3/12/06,7,1,2,1.5,0,N,N,N,N,Y,N,N,N,N,N,N,1,166.481
9284,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod Nano 4GB, Neu, OVP, Black",,3/6/06,3/13/06,7,1,27,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,197.862
9285,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"iPod mini, 4GB, silber, NEUWERTIG !!!",,3/5/06,3/12/06,7,1,63,150,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
9287,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,"iPod Nano 2GB, Neu, OVP, White",,3/6/06,3/13/06,7,1,27,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,166.481
9290,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Philips GoGear 2GB MP3 Player wie iPod iRiver neu unben,,3/5/06,3/7/06,2,9,142,139,0,N,N,N,N,Y,N,N,N,N,N,N,1,166.481
9291,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPod Mini Apple Silber 4 GB neuwertig Dez.05+ Rechnung,,3/5/06,3/10/06,5,1,63,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
9296,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Ipod Mini Silber, gebraucht mit Dockingstation",,3/6/06,3/13/06,7,1,19,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,167.977
9297,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini -  mit 4 GB f¸r 1000 Songs in OVP neuwe,,3/5/06,3/12/06,7,1,308,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,167.977
9300,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod Mini 4 GB silber + Silikonh¸lle,,3/6/06,3/6/06,0,1,125,1,115,Y,N,N,N,Y,N,N,N,N,Y,N,1,167.977
9302,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,TOP+Ipod nano 4GB mit Tasche NEU+OVP,,3/5/06,3/8/06,3,1,0,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
9304,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"i pod nano 4 GB,  Originalverp. noch eingeschweiﬂt weiﬂ",,3/5/06,3/12/06,7,1,46,100,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.862
9305,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB 4GB silber,,3/5/06,3/12/06,7,1,172,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,167.977
9306,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,"Ipod Nano 2GB weiﬂ, OVP, Garantie",,3/5/06,3/12/06,7,1,125,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166.481
9313,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini **NEU*** & OVP 4GB,,3/5/06,3/12/06,7,1,30,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
9314,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple Ipod Nano 4 GB schwarz mit Koss In-Earkopfhˆrer,,3/5/06,3/12/06,7,1,197,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,197.862
9315,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,iPod 40GB 4.Generation ca. 10GB groﬂe Musiksammlung,,3/5/06,3/12/06,7,1,113,1,0,N,N,N,N,N,N,N,N,N,N,N,1,221.153
9317,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,I Pod 40GB,,3/5/06,3/10/06,5,1,1,150,0,N,Y,N,N,N,N,Y,N,N,N,N,1,221.153
9318,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple iPod NANO 2GB - in schwarz 2 Jahre Garantie!!!!!,,3/5/06,3/6/06,1,1,112,50,170,Y,N,N,N,Y,N,Y,N,N,N,N,1,166.481
9319,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano 4 GB weiss,,3/5/06,3/12/06,7,1,149,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.862
9320,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"MP3-Player, Ipod Nano 4GB, weiss, neu und ovp","Garantie 2 Jahre, mit Beleg; ungeˆffnet und versiegelt",3/5/06,3/8/06,3,1,87,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
9322,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,+++IPod Mini 4GB+++silber+++Zubehˆr,,3/5/06,3/12/06,7,1,4,1,0,N,Y,N,N,Y,N,N,N,N,N,N,1,167.977
9323,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple iPod mini pink 4GB !!ABSOLUT UNBENUTZT!!,,3/5/06,3/12/06,7,1,5,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,173.45
9324,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPod mini 4 GB (Blue),,3/5/06,3/12/06,7,1,30,150,180,Y,N,N,N,N,N,N,N,N,N,N,1,161.512
9325,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"*APPLE iPOD NANO, 4 GB, ORIGINALVERSCHWEISST, NEU*","SUPER TEIL, AB 1 EURO, MIT GARANTIE",3/5/06,3/12/06,7,1,260,1,0,N,Y,N,N,Y,N,Y,N,N,N,Y,1,197.862
9327,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,I POD NANO@APPLE NEU OVP EINGESCHWEIﬂT!06/BLACK/2GB TOP,,3/5/06,3/12/06,7,1,127,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,166.481
9328,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod i Pod 4.G 4. Generation,"incl. DockingStation, Hardcase, iTrip!, 12V-Anschluss!!",3/5/06,3/12/06,7,1,419,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,221.153
9329,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple Ipod mini 4GB Pink + Belkin Tasche,,3/5/06,3/12/06,7,1,27,1,0,N,Y,N,N,N,N,Y,N,Y,N,N,1,173.45
9332,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 40GB 4. Generation **nagelneu**,,3/5/06,3/12/06,7,1,233,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,221.153
9335,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nano 4GB weiﬂ NEU & OVP! Garantie!,,3/5/06,3/12/06,7,1,25,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,197.862
9336,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,"iPod mini 4GB, gr¸n, 2. Generation, verbesserter Akku!",,3/5/06,3/10/06,5,1,302,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,164.757
9337,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB silber OVP wie NEU !!!,,3/5/06,3/12/06,7,1,22,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,167.977
9338,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano 2GB weiﬂ + Apple Dock + Extras,,3/5/06,3/12/06,7,1,241,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.862
9344,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Ipod 40 Gb f¸r Fortgeschrittene (defekt?),,3/5/06,3/12/06,7,1,97,10,0,N,N,N,N,N,N,N,N,N,N,N,1,221.153
9346,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,iPod Nano 2 GB (schwarz)  Neu und OVP,,3/6/06,3/13/06,7,1,92,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,166.481
9347,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nano 4 GB weiss,,3/6/06,3/13/06,7,1,17,1,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,197.862
9349,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Neuer Apple IPod 2 GB WEIﬂ ORIGINAL VERPACKT,,3/6/06,3/6/06,0,1,15,100,140,Y,N,N,N,Y,N,Y,N,N,N,N,1,166.481
9350,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPOD Mini 4 GB Silber wenig genutzt wie Neu,,3/9/06,3/19/06,10,1,651,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,167.977
9351,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,Apple - iPod NANO 2GB **silber** NEU OVP,,3/6/06,3/13/06,7,1,81,50,0,N,N,N,N,Y,N,Y,N,N,N,N,1,166.481
