auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,gms,category_avg_gms,gms_greater_avg
6804,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"Apple iPod 40 GB , 4. Gen. ,neuwertig",,1/27/06,2/1/06,5,1,82,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,204.04,221.153,0
6806,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Ipod Mini 4 GB Silber ABSOLUT NEUWERTIG in OVP,,1/26/06,2/2/06,7,1,235,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,184.12,167.977,1
6809,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 40GB NEU mit Restgarantie 08 2006,,1/26/06,2/5/06,10,1,12,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,208.77,221.153,0
6810,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,ipot nano 2gb weiﬂ + Zubehˆr,,1/26/06,1/29/06,3,1,21,100,175,Y,N,N,N,Y,N,Y,N,N,Y,N,1,171,197.862,0
6811,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod NaNo 2GB Weiss Neu OVP,,1/26/06,1/31/06,5,9,415,178.95,0,N,N,N,N,N,N,N,N,N,N,N,1,178.95,197.862,0
6812,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !,,1/26/06,1/31/06,5,1,2200,1,0,N,N,N,N,N,N,N,N,N,N,N,1,239.5,197.862,1
6817,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano 4GB + iPod Armband OVP,,1/27/06,2/3/06,7,1,13,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,210,197.862,1
6822,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,2/6/06,10,1,2205,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167,197.862,0
6823,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,2/3/06,7,1,2205,1,0,N,N,N,N,N,N,N,N,N,N,N,1,177.88,197.862,0
6829,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,ipod mini 4GB pink m. Zubehˆr,,1/27/06,1/30/06,3,1,0,120,0,N,N,N,N,N,N,N,N,N,N,N,1,167.12,173.45,0
6832,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nano 2GB *schwarz* Neu OVP Rechnung,,1/27/06,1/30/06,3,1,127,1,0,N,N,N,N,N,N,N,N,N,N,N,1,182,197.862,0
6838,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,1/28/06,1,1,2205,1,0,N,N,N,N,N,N,N,N,N,N,N,1,182,197.862,0
6839,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,1/30/06,3,1,2205,1,0,N,N,N,N,N,N,N,N,N,N,N,1,178,197.862,0
6840,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,2/1/06,5,1,2205,1,0,N,N,N,N,N,N,N,N,N,N,N,1,171,197.862,0
6841,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,2/3/06,7,1,2205,1,0,N,N,N,N,N,N,N,N,N,N,N,1,181.03,197.862,0
6843,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,1/30/06,3,1,2205,1,0,N,N,N,N,N,N,N,N,N,N,N,1,177,197.862,0
6846,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,2/3/06,7,1,2205,1,0,N,N,N,N,N,N,N,N,N,N,N,1,171,197.862,0
6847,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,2/6/06,10,1,2205,1,0,N,N,N,N,N,N,N,N,N,N,N,1,181,197.862,0
6848,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2 GB schwarz  NEU OPV+verschweisst,,1/27/06,1/27/06,0,1,69,99.99,170,Y,N,N,N,Y,N,N,N,N,N,N,1,170,197.862,0
6849,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2 GB,,1/27/06,2/6/06,10,1,11,1,0,N,N,N,N,N,N,N,N,N,N,N,1,164.03,197.862,0
6852,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,===== Neuer 4GB  iPod Nano in schwarz =====,,1/27/06,1/29/06,2,9,72,229,0,N,N,N,N,Y,N,Y,N,Y,Y,N,1,229,197.862,1
6853,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,"Apple iPod Mini 4GB  MIT GARANTIE, OVP",,1/27/06,2/1/06,5,1,16,1,0,N,Y,N,N,Y,N,Y,N,N,Y,N,1,178.21,164.757,1
6855,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2 GB -weiﬂ- ***NEU / Garantie / OVP***,,1/28/06,1/29/06,1,1,52,1,190,Y,Y,N,N,Y,N,N,N,N,Y,N,1,173,197.862,0
6857,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Ipod Nano vom 26.01.06 WIE NEU,,1/27/06,1/30/06,3,1,2,150,0,N,N,N,N,N,N,N,N,N,N,N,1,166.5,197.862,0
6860,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,APPLE iPOD NANO 2 GB weiﬂ NEU+OVP,,1/27/06,1/30/06,3,1,1955,1,165,Y,N,N,N,Y,N,N,N,N,N,N,1,171.77,197.862,0
6861,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano 2 GB Weiﬂ Neu und OVP  Eingeschweiﬂt !!,,1/27/06,1/29/06,2,1,965,165,182,Y,N,N,N,N,N,N,N,N,N,N,1,182,197.862,0
6862,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod Mini Silber,,1/27/06,2/3/06,7,1,19,1,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,161,167.977,0
6863,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod Nano Kopie, 1GB, FM-Radio, Farbdisplay, USB 2.0","Digital Media Player, iPod Nano Kopie mit vielen Extras",1/27/06,2/2/06,6,9,145,119,0,N,Y,N,N,Y,N,Y,N,N,N,N,2,119,197.862,0
6864,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,APPLE iPod mini 4GB SILVER MP3 WAV NEU+OVP,,1/27/06,2/1/06,5,1,7647,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,193.1,167.977,1
6866,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod NANO 4GB NEU UNBENUTZT MAKELLOS,,1/27/06,1/28/06,1,1,93,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,198,197.862,1
6867,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini, 4GB-1000 Songs, 1/2 Jahr alt, TOP",,1/27/06,1/27/06,0,1,21,1,140,Y,N,N,N,N,N,N,N,N,N,N,1,140,167.977,0
6869,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,1/28/06,1,1,2208,1,0,N,N,N,N,N,N,N,N,N,N,N,1,174,197.862,0
6871,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,2/1/06,5,1,2208,1,0,N,N,N,N,N,N,N,N,N,N,N,1,182,197.862,0
6872,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,2/3/06,7,1,2208,1,0,N,N,N,N,N,N,N,N,N,N,N,1,184,197.862,0
6874,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Ipod Mini ++Nagelneu++,Original verpackter 4 GB Kraftzwerg,1/27/06,2/6/06,10,1,63,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,189.97,161.512,1
6875,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano, 4 GB","NEU, OVP",1/27/06,1/30/06,3,1,0,170,195,Y,N,N,N,Y,N,N,N,N,N,N,1,201,197.862,1
6876,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano, 4 GB","NEU, OVP",1/27/06,1/30/06,3,1,0,170,195,Y,N,N,N,Y,N,N,N,N,N,N,1,195,197.862,0
6879,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,1/30/06,3,1,2208,1,0,N,N,N,N,N,N,N,N,N,N,N,1,180.99,197.862,0
6881,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano, 4 GB","NEU, OVP",1/27/06,1/29/06,2,1,0,170,195,Y,N,N,N,Y,N,N,N,N,N,N,1,195,197.862,0
6883,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano, 4 GB","NEU, OVP",1/27/06,1/30/06,3,1,0,170,195,Y,N,N,N,Y,N,N,N,N,N,N,1,176,197.862,0
6884,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano, 4 GB","NEU, OVP",1/27/06,1/30/06,3,1,0,170,195,Y,N,N,N,Y,N,N,N,N,N,N,1,195,197.862,0
6889,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano, 4 GB","NEU, OVP",1/27/06,1/30/06,3,1,0,170,195,Y,N,N,N,Y,N,N,N,N,N,N,1,170,197.862,0
6890,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano, 4 GB","NEU, OVP",1/27/06,1/30/06,3,1,0,170,195,Y,N,N,N,Y,N,N,N,N,N,N,1,195,197.862,0
6891,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano, 4 GB","NEU, OVP",1/27/06,1/27/06,0,1,0,170,195,Y,N,N,N,Y,N,N,N,N,N,N,1,195,197.862,0
6892,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/27/06,2/1/06,5,1,2208,1,0,N,N,N,N,N,N,N,N,N,N,N,1,182,197.862,0
6895,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"iPod Mini, silber, 4 GB mit Netzst., iTrip & Silikonh.",,1/28/06,2/6/06,9,1,13,1,220,Y,N,N,N,Y,N,Y,N,N,Y,N,1,,167.977,0
6898,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !,,1/27/06,1/30/06,3,1,2208,1,0,N,N,N,N,N,N,N,N,N,N,N,1,230.1,197.862,1
6899,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !,,1/27/06,2/1/06,5,1,2208,1,0,N,N,N,N,N,N,N,N,N,N,N,1,244.03,197.862,1
6902,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 40 GB 4.Generation 100% i.O. inkl. Rechnung,,1/27/06,2/6/06,10,1,0,1.9,0,N,N,N,N,N,N,Y,N,N,N,N,1,212,221.153,0
6905,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"IPod mini 4 GB Blau  ""Neuwertig""  Re.+Garantie+Zub.",,1/27/06,2/3/06,7,1,213,1,0,N,N,N,N,N,N,N,N,N,N,N,1,171.5,161.512,1
6906,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano 4GB - Unvorstellbar klein, leicht in Farbe**",,1/27/06,2/6/06,10,9,5158,248.9,0,N,N,N,N,Y,N,N,N,N,N,N,19,248.9,197.862,1
6907,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"HELMKAMERA SHARP 2,3cm (f¸r IPOD PSP MP4 etc.)",,1/28/06,1/28/06,0,1,3,119,139,Y,Y,N,N,N,N,Y,N,Y,Y,N,1,139,197.862,0
6908,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Ipod mini SILBER, wie NEU und mit Dockingstation!! OVP!",,1/28/06,2/4/06,7,1,12,1,195,Y,N,N,N,N,N,N,N,N,N,N,1,167.66,167.977,0
6909,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,IPOD NANO weiﬂ 2 GB + Metal Hardcase zum schutz/ OVP,mit rechnung + Kleine Weinflasche  als Dankeschˆn,1/28/06,2/7/06,10,1,36,1,0,N,Y,N,N,Y,N,Y,N,Y,N,Y,1,151.99,197.862,0
6913,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini, 4GB, silber, OVP, Rechn., iTrip",,1/28/06,2/2/06,5,1,68,1,0,N,Y,N,N,N,N,N,N,N,Y,N,1,154.05,167.977,0
6914,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB Silber + iPod USB Power Adapter,,1/28/06,2/4/06,7,1,22,130,0,N,N,N,N,N,N,Y,N,N,N,N,1,165,167.977,0
6923,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/28/06,2/7/06,10,1,2210,1,0,N,N,N,N,N,N,N,N,N,N,N,1,180,197.862,0
6924,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod Nano 2GB Schwarz, Neu, OVP",,1/28/06,2/4/06,7,1,132,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,176,197.862,0
6925,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Original Apple iPod Silber *2.Gen.*NEU**,,1/28/06,2/2/06,5,1,76,50,0,N,Y,N,N,N,N,N,N,N,N,N,1,177,167.977,1
6927,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple IPod 40 GB 4. Generation US-Import mit H¸lleTOP!!,,1/28/06,2/4/06,7,1,539,219,0,N,N,N,N,Y,N,Y,N,N,N,N,1,223,221.153,1
6928,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano 2GB weiﬂ, Orginalverpackt mit Garantie",,1/28/06,2/4/06,7,1,10,1,0,N,N,N,N,N,N,N,N,N,N,N,1,163.99,197.862,0
6929,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod Mini 4 GB NEU,,1/28/06,2/7/06,10,1,139,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,181,167.977,1
6930,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB 2.Generation silber,,1/28/06,2/4/06,7,1,3,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,160,167.977,0
6932,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/28/06,1/29/06,1,1,2210,1,0,N,N,N,N,N,N,N,N,N,N,N,1,182,197.862,0
6933,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/28/06,2/2/06,5,1,2210,1,0,N,N,N,N,N,N,N,N,N,N,N,1,182,197.862,0
6936,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !,,1/28/06,2/7/06,10,1,2210,1,0,N,N,N,N,N,N,N,N,N,N,N,1,174.5,197.862,0
6937,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  ** weiﬂ ** NEU/OVP/Rechnung !,,1/28/06,2/2/06,5,1,2210,1,0,N,N,N,N,N,N,N,N,N,N,N,1,174,197.862,0
6938,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple Ipod 40 GB,,1/28/06,2/4/06,7,1,78,1,0,N,N,N,N,N,N,N,N,N,N,N,1,206.36,221.153,0
6939,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 2GB  ** weiﬂ ** NEU/OVP/Rechnung !,,1/28/06,1/29/06,1,1,2210,1,0,N,N,N,N,N,N,N,N,N,N,N,1,172.99,197.862,0
6945,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,ipod mini 4 gb silber defekt,,1/28/06,2/4/06,7,1,399,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,100.1,167.977,0
6947,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink, NEUWERTIGER iPOD MINI 4 GB pink nike adidas cordon,,1/28/06,2/2/06,5,1,0,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,121,173.45,0
6948,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod NANO 2GB **weiﬂ** TOP/OVP + viel Zubehˆr!!!,,1/28/06,1/29/06,1,1,164,150,0,N,N,N,N,Y,N,Y,N,N,N,N,1,159,197.862,0
6949,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Ipod Nano 4GB schwarz - TOP Zustand!!,,1/28/06,2/4/06,7,1,19,1,229,Y,N,N,N,Y,N,Y,N,N,N,N,1,211.33,197.862,1
6950,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple MP3 i Pod 4GB iPod Mini 4 GB Blau NEU + OVP !!!,,1/28/06,2/2/06,5,1,53,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,199.5,161.512,1
6951,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod NANO 2GB NEU UNBENUTZT MAKELLOS,,1/28/06,1/29/06,1,1,95,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,162.12,197.862,0
6952,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,APPLE iPod nano 2GB nagelneu,,1/28/06,1/29/06,1,1,20,160,0,N,N,N,N,N,N,N,N,N,N,N,1,175.77,197.862,0
6954,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,NEU!!!! NANO IPOD!!! 4 GB Schwarz,,1/28/06,2/4/06,7,1,81,1,245,Y,N,N,N,N,N,N,N,N,N,N,1,227,197.862,1
6955,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod mini 4GB in Gr¸n PC+MAC,,1/28/06,2/4/06,7,1,16,50,179,Y,N,N,N,Y,N,Y,N,N,N,N,1,178,164.757,1
6960,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"APPLE IPOD Nano  2 GB schwarz, Preis inkl. P+P !!",,1/29/06,1/29/06,0,9,46,157,0,N,N,N,N,Y,N,N,N,N,N,N,1,157,197.862,0
6961,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 4 GB weiss NEU und OVP,,1/29/06,2/5/06,7,1,10,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,220.02,197.862,1
6962,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple Ipod Mini 4GB Pink - NEU -,,1/29/06,2/5/06,7,1,99,1,200,Y,N,N,N,N,N,Y,N,N,Y,N,1,191.1,173.45,1
6963,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini (4 GB) Silber mit OVP u. Restgarantie,,1/29/06,2/5/06,7,1,40,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,186,167.977,1
6964,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPOD mini  in silber,,1/29/06,2/5/06,7,1,44,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,146,167.977,0
6968,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,I-Pod Nano schwarz 4 GB Neu,,1/29/06,2/5/06,7,1,10,99.99,220,Y,N,N,N,N,N,Y,N,N,N,N,1,226,197.862,1
6970,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,i-pod mini in PINK! Reinschauen----->,,1/29/06,2/5/06,7,1,154,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,141,173.45,0
6972,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"Apple I Pod 4. Generation, 40 GB",,1/29/06,2/8/06,10,1,62,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,248,221.153,1
6973,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"APPLE IPOD MINI 4GB SILBER, OVP+ARMBAND",,1/29/06,2/5/06,7,1,6,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,154,167.977,0
6975,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano Withe Original NEU!! 2GB f. 500 Songs,,1/29/06,2/5/06,7,1,7,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,187.96,197.862,0
6977,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPOD MINI 4 GB,,1/29/06,2/1/06,3,1,7,150,0,N,N,N,N,N,N,N,N,N,N,N,1,161,167.977,0
6980,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple Ipod Mini 4 GB Blau,,1/29/06,2/5/06,7,1,33,1,0,N,N,N,N,N,N,N,N,N,N,N,1,126,161.512,0
6981,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano schwarz,,1/29/06,2/5/06,7,1,301,4.99,0,N,N,N,N,N,N,N,N,N,N,N,1,156.01,197.862,0
6982,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Original Apple iPod 40GB 4.Gen,,1/29/06,2/5/06,7,1,23,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,200,221.153,0
6986,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"Apple iPod MINI Blau, WIE NEU, Firewire, Ladeger‰t, USB",,1/29/06,2/5/06,7,1,28,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,151,161.512,0
6988,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"IPod I Pod mini 4 GB silber I-Pod mp3 wie neu OVP, TOP!",,1/29/06,2/5/06,7,1,83,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,171,167.977,1
6990,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod mini 4GB gr¸n (1. Generation) - NEU,,1/29/06,1/29/06,0,1,92,1,199,Y,N,N,N,Y,N,N,N,N,N,N,1,199,164.757,1
6992,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPOD nano 2GB black..neu..,,1/29/06,2/5/06,7,1,288,1,0,N,N,N,N,N,N,N,N,N,N,N,1,176,197.862,0
6993,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPOD mini 4 GB silber mit Dockingstation,IPOD mini 4 GB silber mit Dockingstation,1/29/06,2/5/06,7,1,89,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,152,167.977,0
6996,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod NANO 2GB schwarz,,1/29/06,1/29/06,0,9,46,179,0,N,N,N,N,N,N,N,N,N,N,N,1,179,197.862,0
6998,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB (Silber) wie neu OVP mit vielen Extras,,1/29/06,2/5/06,7,1,18,1,0,N,Y,N,N,Y,N,Y,N,Y,N,N,1,178.12,167.977,1
7004,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 40GB 3.Generation mit iTrip,,1/29/06,2/5/06,7,1,41,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,186.76,221.153,0
7005,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 4. Generation 40 Gigabyte mit Zubehˆr,,1/29/06,2/5/06,7,1,298,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,200.57,221.153,0
7006,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini 4GB Silber Neu u. OVP,,1/29/06,2/5/06,7,1,51,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,223,167.977,1
7008,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,*** IPod 3.Gen. 40GB mit Zubehˆr ***,,1/29/06,2/3/06,5,1,400,75,199,Y,N,N,N,N,N,N,N,N,N,N,1,171,221.153,0
7009,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano weiﬂ--Nagelneu---Mit Rechnung--Kult--,,1/29/06,2/5/06,7,1,47,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,161.55,197.862,0
7011,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPod I Pod mini 4 GB silber I-Pod mp3 wie neu OVP,,1/29/06,2/5/06,7,1,1047,1.99,0,N,N,N,N,N,N,N,N,N,N,N,1,152.96,167.977,0
7012,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,∞∞iPod Nano∞∞ 2GB ∞∞ Weiﬂ∞∞ *NEU/OVP*,,1/29/06,2/1/06,3,1,83,99,177,Y,N,N,N,Y,N,Y,N,N,N,N,1,171,197.862,0
